case_number,year,country,activity,sex,fatal,fatal_numerica,month,latitude,hemisphere,season
2013.04.21,2013.0,AUSTRALIA,fishing,M,N,0,4,-25.274398,South,Autumn
2013.04.17,2013.0,USA,,M,N,0,4,37.09024,North,Spring
2013.04.13,2013.0,USA,surfing,M,N,0,4,37.09024,North,Spring
2013.04.13,2013.0,GUAM,,M,Y,1,4,13.444304,North,Spring
2013.04.10,2013.0,FRENCH POLYNESIA,boarding,M,N,0,4,-17.679742,South,Autumn
2013.04.04,2013.0,USA,swimming,M,N,0,4,37.09024,North,Spring
2013.04.02,2013.0,USA,surfing,M,N,0,4,37.09024,North,Spring
2013.03.29,2013.0,SEYCHELLES,diving,M,N,0,3,-4.679574,South,Autumn
2013.03.21,2013.0,BELIZE,snorkeling,F,N,0,3,17.189877,North,Spring
2013.03.21,2013.0,BAHAMAS,fishing,M,N,0,3,25.03428,North,Spring
2013.03.12,2013.0,JAMAICA,spearfishing,M,Y,1,3,18.109581,North,Spring
2013.03.10,2013.0,AUSTRALIA,spearfishing,M,N,0,3,-25.274398,South,Autumn
2013.03.10,2013.0,PHILIPPINES,swimming,M,N,0,3,12.879721,North,Spring
2013.02.27,2013.0,NEW ZEALAND,swimming,M,Y,1,2,-40.900557,South,Summer
2013.02.21,2013.0,USA,surfing,,N,0,2,37.09024,North,Winter
2013.02.21,2013.0,USA,surfing,M,N,0,2,37.09024,North,Winter
2013.02.10,2013.0,USA,surfing,M,N,0,2,37.09024,North,Winter
2013.02.09,2013.0,FRENCH POLYNESIA,diving,M,N,0,2,-17.679742,South,Summer
2013.02.01,2013.0,JAMAICA,,M,N,0,2,18.109581,North,Winter
2013.01.26,2013.0,AUSTRALIA,fishing,M,N,0,1,-25.274398,South,Summer
2013.01.25,2013.0,AUSTRALIA,surfing,M,N,0,1,-25.274398,South,Summer
2013.01.16,2013.0,USA,surfing,M,N,0,1,37.09024,North,Winter
2013.01.13,2013.0,NEW ZEALAND,spearfishing,M,N,0,1,-40.900557,South,Summer
2013.01.05,2013.0,AUSTRALIA,,M,N,0,1,-25.274398,South,Summer
2012.12.31,2012.0,USA,swimming,M,N,0,12,37.09024,North,Winter
2012.12.30,2012.0,AUSTRALIA,surfing,M,N,0,12,-25.274398,South,Summer
2012.12.28,2012.0,AUSTRALIA,boarding,M,N,0,12,-25.274398,South,Summer
2012.12.19,2012.0,AUSTRALIA,surfing,M,N,0,12,-25.274398,South,Summer
2012.12.05,2012.0,USA,surfing,M,N,0,12,37.09024,North,Winter
2012.12.02,2012.0,AUSTRALIA,spearfishing,M,N,0,12,-25.274398,South,Summer
2012.12.00,2012.0,NEW ZEALAND,diving,F,N,0,12,-40.900557,South,Summer
2012.11.30,2012.0,USA,snorkeling,M,N,0,11,37.09024,North,Autumn
2012.11.22,2012.0,MEXICO,swimming,M,Y,1,11,23.634501,North,Autumn
2012.11.19,2012.0,USA,surfing,M,N,0,11,37.09024,North,Autumn
2012.11.04,2012.0,USA,diving,M,N,0,11,37.09024,North,Autumn
2012.11.04,2012.0,USA,surfing,M,N,0,11,37.09024,North,Autumn
2012.10.30,2012.0,USA,surfing,M,N,0,10,37.09024,North,Autumn
2012.10.27,2012.0,USA,swimming,F,N,0,10,37.09024,North,Autumn
2012.10.23,2012.0,USA,surfing,M,Y,1,10,37.09024,North,Autumn
2012.10.19,2012.0,USA,,F,N,0,10,37.09024,North,Autumn
2012.10.18,2012.0,USA,surfing,M,N,0,10,37.09024,North,Autumn
2012.10.18,2012.0,USA,boarding,M,N,0,10,37.09024,North,Autumn
2012.10.11,2012.0,NIGERIA,,F,N,0,10,9.081999,North,Autumn
2012.10.07,2012.0,USA,windsurfing,M,N,0,10,37.09024,North,Autumn
2012.10.02,2012.0,AUSTRALIA,,M,N,0,10,-25.274398,South,Spring
2012.09.25,2012.0,USA,surfing,M,N,0,9,37.09024,North,Autumn
2012.09.24,2012.0,USA,surfing,M,N,0,9,37.09024,North,Autumn
2012.09.16,2012.0,USA,surfing,M,N,0,9,37.09024,North,Autumn
2012.09.10,2012.0,TONGA,swimming,F,N,0,9,-21.178986,South,Spring
2012.09.09,2012.0,USA,surfing,,N,0,9,37.09024,North,Autumn
2012.09.08,2012.0,USA,surfing,M,N,0,9,37.09024,North,Autumn
2012.09.08,2012.0,USA,swimming,M,N,0,9,37.09024,North,Autumn
2012.09.06,2012.0,USA,surfing,M,N,0,9,37.09024,North,Autumn
2012.09.06,2012.0,USA,surfing,M,N,0,9,37.09024,North,Autumn
2012.09.04,2012.0,USA,surfing,M,N,0,9,37.09024,North,Autumn
2012.09.02,2012.0,USA,boarding,F,N,0,9,37.09024,North,Autumn
2012.09.02,2012.0,USA,spearfishing,,N,0,9,37.09024,North,Autumn
2012.09.02,2012.0,USA,,F,N,0,9,37.09024,North,Autumn
2012.08.28,2012.0,AUSTRALIA,surfing,M,N,0,8,-25.274398,South,Winter
2012.08.26,2012.0,BRAZIL,swimming,M,Y,1,8,-14.235004,South,Winter
2012.08.15,2012.0,USA,,M,N,0,8,37.09024,North,Summer
2012.08.11,2012.0,AUSTRALIA,fishing,,N,0,8,-25.274398,South,Winter
2012.08.09,2012.0,USA,diving,M,N,0,8,37.09024,North,Summer
2012.08.05,2012.0,REUNION,surfing,M,N,0,8,-21.115141,South,Winter
2012.08.04,2012.0,FRENCH POLYNESIA,spearfishing,M,N,0,8,-17.679742,South,Winter
2012.07.31,2012.0,USA,surfing,M,N,0,7,37.09024,North,Summer
2012.07.31,2012.0,AUSTRALIA,surfing,M,N,0,7,-25.274398,South,Winter
2012.07.30,2012.0,USA,surfing,M,N,0,7,37.09024,North,Summer
2012.07.30,2012.0,USA,surfing,M,N,0,7,37.09024,North,Summer
2012.07.23,2012.0,REUNION,surfing,M,Y,1,7,-21.115141,South,Winter
2012.07.14,2012.0,AUSTRALIA,surfing,M,Y,1,7,-25.274398,South,Winter
2012.07.08,2012.0,USA,swimming,F,N,0,7,37.09024,North,Summer
2012.07.07,2012.0,BAHAMAS,spearfishing,M,N,0,7,25.03428,North,Summer
2012.07.07,2012.0,USA,kayaking,M,N,0,7,37.09024,North,Summer
2012.06.26,2012.0,USA,swimming,M,N,0,6,37.09024,North,Summer
2012.06.26,2012.0,USA,surfing,M,N,0,6,37.09024,North,Summer
2012.06.26,2012.0,USA,,F,N,0,6,37.09024,North,Summer
2012.06.22,2012.0,AUSTRALIA,surfing,M,N,0,6,-25.274398,South,Winter
2012.06.22,2012.0,USA,swimming,M,N,0,6,37.09024,North,Summer
2012.06.20,2012.0,AUSTRALIA,,M,N,0,6,-25.274398,South,Winter
2012.06.18,2012.0,USA,,F,N,0,6,37.09024,North,Summer
2012.06.15,2012.0,USA,fishing,M,N,0,6,37.09024,North,Summer
2012.06.14,2012.0,USA,swimming,F,N,0,6,37.09024,North,Summer
2012.06.14,2012.0,USA,swimming,M,N,0,6,37.09024,North,Summer
2012.06.14,2012.0,USA,swimming,M,N,0,6,37.09024,North,Summer
2012.06.14,2012.0,USA,swimming,M,N,0,6,37.09024,North,Summer
2012.06.12,2012.0,AUSTRALIA,surfing,M,N,0,6,-25.274398,South,Winter
2012.06.03,2012.0,AUSTRALIA,,M,N,0,6,-25.274398,South,Winter
2012.06.02,2012.0,USA,surfing,F,N,0,6,37.09024,North,Summer
2012.06.02,2012.0,USA,boarding,M,N,0,6,37.09024,North,Summer
2012.05.31,2012.0,USA,,F,N,0,5,37.09024,North,Spring
2012.05.29,2012.0,MEXICO,,M,N,0,5,23.634501,North,Spring
2012.05.23,2012.0,USA,surfing,M,N,0,5,37.09024,North,Spring
2012.05.20,2012.0,USA,fishing,M,N,0,5,37.09024,North,Spring
2012.05.16,2012.0,FIJI,spearfishing,M,N,0,5,-16.578193,South,Autumn
2012.05.12,2012.0,USA,,M,N,0,5,37.09024,North,Spring
2012.05.09,2012.0,USA,swimming,F,N,0,5,37.09024,North,Spring
2012.05.06,2012.0,USA,boarding,F,N,0,5,37.09024,North,Spring
2012.04.19,2012.0,USA,surfing,M,N,0,4,37.09024,North,Spring
2012.04.11,2012.0,AUSTRALIA,kayaking,M,N,0,4,-25.274398,South,Autumn
2012.04.03,2012.0,USA,surfing,M,N,0,4,37.09024,North,Spring
2012.04.00,2012.0,USA,,M,N,0,4,37.09024,North,Spring
2012.03.31,2012.0,AUSTRALIA,diving,M,Y,1,3,-25.274398,South,Autumn
2012.03.24,2012.0,USA,surfing,M,N,0,3,37.09024,North,Spring
2012.03.22,2012.0,AUSTRALIA,,,N,0,3,-25.274398,South,Autumn
2012.03.20,2012.0,AUSTRALIA,surfing,M,N,0,3,-25.274398,South,Autumn
2012.03.15,2012.0,USA,surfing,M,N,0,3,37.09024,North,Spring
2012.03.14,2012.0,USA,surfing,F,N,0,3,37.09024,North,Spring
2012.03.14,2012.0,USA,surfing,M,N,0,3,37.09024,North,Spring
2012.03.06,2012.0,NEW ZEALAND,surfing,M,N,0,3,-40.900557,South,Autumn
2012.03.06,2012.0,AUSTRALIA,,F,N,0,3,-25.274398,South,Autumn
2012.03.05,2012.0,REUNION,boarding,M,N,0,3,-21.115141,South,Autumn
2012.03.04,2012.0,USA,surfing,M,N,0,3,37.09024,North,Spring
2012.03.01,2012.0,CHILE,fishing,M,N,0,3,-35.675147,South,Autumn
2012.02.26,2012.0,USA,surfing,M,N,0,2,37.09024,North,Winter
2012.02.25,2012.0,AUSTRALIA,fishing,M,N,0,2,-25.274398,South,Summer
2012.02.06,2012.0,AUSTRALIA,surfing,M,N,0,2,-25.274398,South,Summer
2012.01.27,2012.0,USA,snorkeling,,N,0,1,37.09024,North,Winter
2012.01.19,2012.0,AUSTRALIA,snorkeling,M,N,0,1,-25.274398,South,Summer
2012.01.22,2012.0,BAHAMAS,,M,N,0,1,25.03428,North,Winter
2012.01.18,2012.0,TAIWAN,fishing,M,N,0,1,23.69781,North,Winter
2012.01.18,2012.0,AUSTRALIA,surfing,M,N,0,1,-25.274398,South,Summer
2012.01.13,2012.0,USA,surfing,M,N,0,1,37.09024,North,Winter
2012.01.03,2012.0,AUSTRALIA,surfing,M,N,0,1,-25.274398,South,Summer
2012.01.02,2012.0,AUSTRALIA,spearfishing,M,N,0,1,-25.274398,South,Summer
2011.12.31,2011.0,USA,,M,N,0,12,37.09024,North,Winter
2011.12.25,2011.0,ECUADOR,surfing,M,N,0,12,-1.831239,South,Summer
2011.12.23,2011.0,USA,surfing,M,N,0,12,37.09024,North,Winter
